OTUNumber	OTUConTaxonomy	door_in_1	door_in_2	faucet_handle_1	faucet_handle_2	sink_floor_1	sink_floor_2	soap_dispenser_1	stall_in_1	toilet_floor_1	toilet_floor_2	toilet_flush_handle_1	toilet_flush_handle_2	toilet_seat_1	toilet_seat_2
Otu01891	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01892	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01893	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01894	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);Ferruginibacter(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01895	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01896	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01897	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01898	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01899	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01900	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01901	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01902	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Legionellales(100);Coxiellaceae(100);Aquicella(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01903	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01904	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01905	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp6(100);Gp6(100);unclassified(100);unclassified(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01906	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01907	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01908	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01909	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01910	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01911	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01912	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Geodermatophilaceae(100);Blastococcus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01913	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01914	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01915	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01916	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01917	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);Flavisolibacter(100);"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu01918	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Saprospiraceae(100);Haliscomenobacter(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01919	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rubellimicrobium(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01920	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu01921	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01922	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Deinococcaceae(100);Deinococcus(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01923	"Bacteria(100);Chloroflexi(100);Chloroflexia(100);Chloroflexales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01924	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);Propionicimonas(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01925	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);unclassified(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01926	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01927	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01928	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01929	"Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01930	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01931	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micromonosporaceae(100);Actinoplanes(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01932	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01933	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01934	"Bacteria(100);Firmicutes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01935	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01936	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu01937	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01938	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01939	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01940	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01941	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Planococcaceae(100);Sporosarcina(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01942	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01943	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu01944	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01945	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01946	"Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Turicibacter(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01947	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01948	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Dyadobacter(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01949	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01950	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01951	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01952	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Flammeovirgaceae(100);Cesiribacter(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01953	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiales_incertae_sedis(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01954	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01955	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Pseudomonadaceae(100);Rhizobacter(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01956	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01957	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01958	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Methylobacteriaceae(100);Methylobacterium(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu01959	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);Roseomonas(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01960	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Palleronia(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01961	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01962	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01963	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01964	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01965	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Lactococcus(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01966	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01967	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01968	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01969	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01970	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Phyllobacteriaceae(100);Phyllobacterium(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01971	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01972	"Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01973	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01974	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp6(100);Gp6(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01975	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01976	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01977	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01978	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01979	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Variovorax(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01980	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01981	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);Propionibacterium(100);"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu01982	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Kineosporiaceae(100);Kineococcus(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01983	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Solirubrobacterales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01984	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01985	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01986	"Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01987	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Psychrobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01988	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);Iamiaceae(100);Iamia(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01989	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu01990	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Neisseriales(100);Neisseriaceae(100);Kingella(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01991	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01992	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp6(100);Gp6(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01993	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01994	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01995	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01996	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01997	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(100);Noviherbaspirillum(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01998	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01999	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(100);"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu02000	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02001	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Deinococcaceae(100);Deinococcus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02002	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Micrococcus(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02003	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02004	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02005	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02006	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02007	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02008	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Rothia(100);"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu02009	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu02010	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);Microlunatus(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02011	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02012	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02013	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02014	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02015	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02016	"Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02017	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02018	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02019	"Bacteria(100);Gemmatimonadetes(100);Gemmatimonadetes(100);Gemmatimonadales(100);Gemmatimonadaceae(100);Gemmatimonas(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02020	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02021	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02022	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02023	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02024	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nakamurellaceae(100);Nakamurella(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02025	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02026	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02027	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02028	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02029	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp6(100);Gp6(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02030	"Bacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu02031	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02032	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02033	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02034	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp4(100);Gp4(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02035	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Hydrogenophaga(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02036	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Capnocytophaga(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu02037	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Cellulomonadaceae(100);Cellulomonas(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02038	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pasteurellales(100);Pasteurellaceae(100);Aggregatibacter(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02039	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu02040	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02041	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
