OTUNumber	OTUConTaxonomy	door_in_1	door_in_2	faucet_handle_1	faucet_handle_2	sink_floor_1	sink_floor_2	soap_dispenser_1	stall_in_1	toilet_floor_1	toilet_floor_2	toilet_flush_handle_1	toilet_flush_handle_2	toilet_seat_1	toilet_seat_2
Otu00468	"Bacteria(100);Parcubacteria(88);unclassified(88);unclassified(88);unclassified(88);unclassified(88);"	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Otu00469	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	0	8	0	0	0	0	0	0	0
Otu00470	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	4	0	0	0	2	1	1	0	0	0
Otu00471	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Pedobacter(100);"	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Otu00472	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);"	0	0	0	0	0	0	0	0	0	0	0	5	0	3
Otu00473	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);unclassified(100);"	2	0	0	0	2	0	0	0	4	0	0	0	0	0
Otu00474	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Enhydrobacter(100);"	0	0	4	0	1	3	0	0	0	0	0	0	0	0
Otu00475	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);"	0	0	0	0	3	2	0	0	0	3	0	0	0	0
Otu00476	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	0	7	0	1	0	0	0	0	0
Otu00477	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Deinococcaceae(100);Deinococcus(100);"	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Otu00478	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Rathayibacter(100);"	0	0	0	0	2	4	0	0	0	2	0	0	0	0
Otu00479	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);unclassified(100);unclassified(100);"	1	7	0	0	0	0	0	0	0	0	0	0	0	0
Otu00480	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Pedobacter(100);"	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Otu00481	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	8	0	0	0	0	0	0	0
Otu00482	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	3	3	0	0	0	1	1	0	0	0
Otu00483	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Pseudoxanthomonas(100);"	0	7	0	0	1	0	0	0	0	0	0	0	0	0
Otu00484	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Trueperaceae(100);Truepera(100);"	0	0	0	0	3	2	0	0	2	1	0	0	0	0
Otu00485	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	1	2	0	0	0	3	2	0	0	0	0
Otu00486	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Dietziaceae(100);Dietzia(100);"	0	0	0	0	0	0	6	0	0	0	0	0	2	0
Otu00487	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	8	0	0	0	0	0	0	0
Otu00488	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);"	0	0	0	0	0	0	0	7	0	0	0	0	0	1
Otu00489	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);Arsenicicoccus(100);"	0	0	0	0	2	3	0	0	1	2	0	0	0	0
Otu00490	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Phyllobacteriaceae(88);unclassified(88);"	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00491	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Aeromonadales(100);Aeromonadaceae(100);Aeromonas(100);"	3	0	0	0	0	4	0	0	0	1	0	0	0	0
Otu00492	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	5	0	0	0	0	0	0	0	0	3	0	0	0
Otu00493	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	7	0	0	0
Otu00494	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	2	0	0	0	2	2	2	0	0	0
Otu00495	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Caulobacter(100);"	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Otu00496	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Rhodocyclales(88);Rhodocyclaceae(88);unclassified(88);"	0	0	0	0	0	0	5	0	0	0	0	0	3	0
Otu00497	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	2	2	0	0	2	2	0	0	0	0
Otu00498	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Pseudoxanthomonas(100);"	0	0	0	0	1	0	0	0	1	1	5	0	0	0
Otu00499	"Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Deinococcales(100);Deinococcaceae(100);Deinococcus(100);"	0	0	0	0	0	2	0	0	3	0	0	3	0	0
Otu00500	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiales_incertae_sedis(88);unclassified(88);"	0	0	0	0	0	0	0	0	0	0	3	5	0	0
Otu00501	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);"	1	0	1	0	0	0	0	3	3	0	0	0	0	0
Otu00502	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	4	0	0	4	0	0	0	0	0	0	0
Otu00503	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);unclassified(100);"	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Otu00504	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	0	0	0	0	0	0	0	1	0	7	0
Otu00505	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Rubellimicrobium(100);"	0	0	0	0	2	1	0	0	5	0	0	0	0	0
Otu00506	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	1	5	0	0	0	1	1	0	0	0
Otu00507	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	1	2	0	0	5	0	0	0	0	0
Otu00508	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Otu00509	"Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);"	7	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu00510	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(100);unclassified(100);"	0	0	0	0	0	4	0	0	3	0	0	0	0	0
Otu00511	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);"	0	0	0	0	0	0	5	0	0	0	0	0	0	2
Otu00512	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	0	2	0	0	3	0	2	0	0	0
Otu00513	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Plantibacter(100);"	0	0	0	0	0	0	0	0	1	4	2	0	0	0
Otu00514	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Albidiferax(100);"	0	3	0	0	0	1	0	0	2	0	1	0	0	0
Otu00515	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Enhydrobacter(100);"	0	0	3	0	1	0	0	0	2	1	0	0	0	0
Otu00516	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Phyllobacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu00517	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Otu00518	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Aerococcaceae(100);Aerococcus(100);"	2	0	0	0	0	0	0	0	0	0	0	0	4	1
Otu00519	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);"	0	0	1	0	0	1	0	0	0	0	0	5	0	0
Otu00520	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Pseudonocardiaceae(100);Actinomycetospora(100);"	0	0	0	0	0	1	0	0	4	1	1	0	0	0
Otu00521	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Parvimonas(100);"	0	0	0	0	0	0	0	0	7	0	0	0	0	0
Otu00522	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);"	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Otu00523	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Xanthomonas(86);"	1	0	3	1	0	1	0	0	1	0	0	0	0	0
Otu00524	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Pantoea(100);"	0	0	0	0	1	3	0	0	2	1	0	0	0	0
Otu00525	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Mucilaginibacter(100);"	0	0	0	0	0	1	0	0	0	0	6	0	0	0
Otu00526	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	2	0	0	0	0	0	3	2	0	0
Otu00527	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Chryseobacterium(100);"	0	0	0	0	0	3	0	0	2	0	2	0	0	0
Otu00528	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	2	0	0	0	0	1	4	0	0	0
Otu00529	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00530	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	2	4	0	0	1	0	0	0	0	0
Otu00531	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu00532	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	1	5	0	0	0
Otu00533	"Bacteria(100);Bacteroidetes(100);unclassified(86);unclassified(86);unclassified(86);unclassified(86);"	5	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu00534	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Carnobacteriaceae(100);Trichococcus(100);"	0	0	0	1	0	5	0	0	1	0	0	0	0	0
Otu00535	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Carnobacteriaceae(100);Carnobacterium(100);"	0	0	0	0	2	1	0	0	1	3	0	0	0	0
Otu00536	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);Knoellia(100);"	0	0	0	0	1	0	0	0	1	1	4	0	0	0
Otu00537	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	5	1	1	0	0	0
Otu00538	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	6
Otu00539	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);"	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Otu00540	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu00541	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);"	0	0	0	0	0	0	0	6	0	0	0	0	0	1
Otu00542	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	1	0	0	3	0	0	3	0	0
Otu00543	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Otu00544	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(86);"	0	0	0	0	2	2	0	0	3	0	0	0	0	0
Otu00545	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Moraxella(100);"	1	0	0	0	0	0	0	0	1	0	0	4	1	0
Otu00546	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);"	0	0	0	0	0	1	0	0	0	1	0	0	3	2
Otu00547	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Kocuria(100);"	0	0	0	0	1	0	6	0	0	0	0	0	0	0
Otu00548	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(100);"	0	0	0	0	0	0	5	0	0	0	0	0	2	0
Otu00549	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu00550	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);"	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Otu00551	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Otu00552	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);unclassified(100);"	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Otu00553	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);Roseomonas(100);"	0	0	0	0	0	1	6	0	0	0	0	0	0	0
Otu00554	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);"	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00555	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	0	1	0	0	0	1	4	0	0	0
Otu00556	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);Amaricoccus(100);"	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Otu00557	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);Phycicoccus(100);"	0	0	0	0	0	0	0	0	0	1	5	0	0	0
Otu00558	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Peptoniphilus(100);"	0	0	0	0	0	0	3	0	0	0	0	0	0	3
Otu00559	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(84);unclassified(84);unclassified(84);"	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Otu00560	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	2	1	0	0	0	1	0	1	0	1	0
Otu00561	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	2	0	0	2	0	1	0	0	0
Otu00562	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Phenylobacterium(100);"	0	0	0	0	1	0	0	0	0	3	0	0	2	0
Otu00563	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	1	2	0	0	2	0	1	0	0	0
Otu00564	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Solirubrobacterales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Otu00565	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Dermacoccaceae(100);Dermacoccus(100);"	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00566	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonas(100);"	1	0	0	2	1	1	0	0	0	0	0	1	0	0
Otu00567	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Rhodocyclales(100);Rhodocyclaceae(100);Dechloromonas(100);"	0	0	0	0	1	0	0	0	0	2	3	0	0	0
Otu00568	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Otu00569	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	3	0	0	0	1	0	0	0	0	0	2
Otu00570	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	4	0	0	0	0	0	0	0	0	2	0	0	0
Otu00571	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Otu00572	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);Friedmanniella(84);"	0	0	0	0	0	3	0	0	2	1	0	0	0	0
Otu00573	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	1	0	3	0	0	0	0	0	0	0	2	0	0
Otu00574	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	2	0	0	1	2	0	0	0	0
Otu00575	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	2	0	0	4	0	0	0	0	0
Otu00576	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);"	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Otu00577	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	0	0	2	0	4	0
Otu00578	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Gillisia(100);"	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Otu00579	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(84);"	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Otu00580	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	0	0	0	2	0	0	0	3	1	0	0	0	0
Otu00581	"Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Otu00582	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Gardnerella(100);"	1	0	0	0	0	0	4	0	0	0	0	0	1	0
Otu00583	"Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);"	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00584	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	5
Otu00585	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);Friedmanniella(100);"	0	0	0	0	1	5	0	0	0	0	0	0	0	0
Otu00586	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Rubrobacterales(100);Rubrobacteraceae(100);Rubrobacter(100);"	5	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu00587	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	2	2	0	0	1	1	0	0	0	0
Otu00588	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_Incertae_Sedis_XI(100);Gemella(100);"	4	0	1	1	0	0	0	0	0	0	0	0	0	0
Otu00589	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Neisseriales(100);Neisseriaceae(100);Neisseria(84);"	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00590	"Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichia(100);"	1	0	1	0	1	1	0	0	0	2	0	0	0	0
Otu00591	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	4	0	0	0	0	2
Otu00592	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Otu00593	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	2	0	1	0	0	0	0	0	3	0	0	0
Otu00594	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	1	4	0	0	0	0	1	0	0	0	0
Otu00595	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00596	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	4	2	0	0	0
Otu00597	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	5	0	0	0
Otu00598	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	3	0	0	0	0	0	0	0	0	0	1	2	0	0
Otu00599	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	2	0	0	0	0	0	1	1	0	0	0	2
Otu00600	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Agrococcus(100);"	0	0	0	0	3	1	0	0	0	2	0	0	0	0
Otu00601	"Bacteria(100);unclassified(84);unclassified(84);unclassified(84);unclassified(84);unclassified(84);"	0	0	0	0	0	1	0	0	2	0	0	0	3	0
Otu00602	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Cellulomonadaceae(100);Cellulomonas(100);"	0	0	0	0	2	0	0	0	2	0	0	0	2	0
Otu00603	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	0	4	0	0	2	0	0	0	0	0
Otu00604	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Otu00605	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);unclassified(100);"	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Otu00606	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	2	0	0	0	0	0	1	0	2	1
Otu00607	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);unclassified(100);"	0	0	0	0	4	1	0	0	1	0	0	0	0	0
Otu00608	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(100);unclassified(84);"	0	0	0	0	4	1	0	0	0	1	0	0	0	0
Otu00609	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);Comamonas(100);"	1	0	0	0	0	0	0	0	0	0	0	0	5	0
Otu00610	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	1	0	0	0	1	2	0	2	0	0
Otu00611	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Sanguibacteraceae(100);Sanguibacter(100);"	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00612	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Incertae_Sedis_XI(100);Murdochiella(100);"	0	0	3	0	0	1	0	0	0	0	0	1	1	0
